0,1,2,3,4,5
Tamil Nadu,CHENNAI CENTRAL - 4,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,244689,730549
Tamil Nadu,CHENNAI NORTH - 2,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,339222,902489
Tamil Nadu,CHENNAI SOUTH - 3,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,225945,1099321
Tamil Nadu,CHIDAMBARAM - 27,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,103554,1167071
Tamil Nadu,COIMBATORE - 20,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,118068,1372833
Tamil Nadu,CUDDALORE - 26,M.K. VISHNUPRASAD,Indian National Congress,185896,1031563
Tamil Nadu,DHARMAPURI - 10,MANI. A.,Dravida Munnetra Kazhagam,21300,1247832
Tamil Nadu,DINDIGUL - 22,SACHITHANANTHAM R,Communist Party of India  (Marxist),443821,1149621
Tamil Nadu,ERODE - 17,K E PRAKASH,Dravida Munnetra Kazhagam,236566,1093423
Tamil Nadu,KALLAKURICHI - 14,MALAIYARASAN D,Dravida Munnetra Kazhagam,53784,1249568
Tamil Nadu,KANCHEEPURAM - 6,SELVAM. G,Dravida Munnetra Kazhagam,221473,1259578
Tamil Nadu,KANNIYAKUMARI - 39,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,179907,1029055
Tamil Nadu,KARUR - 23,JOTHIMANI. S,Indian National Congress,166816,1132045
Tamil Nadu,KRISHNAGIRI - 9,GOPINATH K,Indian National Congress,192486,1166156
Tamil Nadu,MADURAI - 32,VENKATESAN S,Communist Party of India  (Marxist),209409,986969
Tamil Nadu,MAYILADUTHURAI - 28,SUDHA R,Indian National Congress,271183,1087708
Tamil Nadu,NAGAPATTINAM - 29,SELVARAJ V,Communist Party of India,208957,973011
Tamil Nadu,NAMAKKAL - 16,MATHESWARAN V S,Dravida Munnetra Kazhagam,29112,1146303
Tamil Nadu,NILGIRIS - 19,RAJA A,Dravida Munnetra Kazhagam,240585,1018906
Tamil Nadu,PERAMBALUR - 25,ARUN NEHRU,Dravida Munnetra Kazhagam,389107,1129226
Tamil Nadu,POLLACHI - 21,ESWARASAMY K,Dravida Munnetra Kazhagam,252042,1126045
Tamil Nadu,RAMANATHAPURAM - 35,NAVASKANI K,Indian Union Muslim League,166782,1109853
Tamil Nadu,SALEM - 15,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,70357,1304844
Tamil Nadu,SIVAGANGA - 31,KARTI P CHIDAMBARAM,Indian National Congress,205664,1053419
Tamil Nadu,SRIPERUMBUDUR - 5,T R BAALU,Dravida Munnetra Kazhagam,487029,1440935
Tamil Nadu,TENKASI - 37,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,196199,1039119
Tamil Nadu,THANJAVUR - 30,MURASOLI S,Dravida Munnetra Kazhagam,319583,1028706
Tamil Nadu,THENI - 33,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,278825,1141219
Tamil Nadu,THOOTHUKKUDI - 36,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,392738,978526
Tamil Nadu,TIRUCHIRAPPALLI - 24,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,313094,1055964
Tamil Nadu,TIRUNELVELI - 38,ROBERT BRUCE C,Indian National Congress,165620,1067448
Tamil Nadu,TIRUPPUR - 18,"SUBBARAYAN, K.",Communist Party of India,125928,1142549
Tamil Nadu,TIRUVALLUR - 1,Sasikanth Senthil,Indian National Congress,572155,1417812
Tamil Nadu,TIRUVANNAMALAI - 11,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,233931,1146273
Tamil Nadu,VELLORE - 8,DM KATHIR ANAND,Dravida Munnetra Kazhagam,215702,1129458
Tamil Nadu,VILUPPURAM - 13,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,70703,1152667
Tamil Nadu,VIRUDHUNAGAR - 34,MANICKAM TAGORE B,Indian National Congress,4379,1061901
Telangana,Adilabad  - 1,GODAM NAGESH,Bharatiya Janata Party,90652,1235597
Telangana,Bhongir  - 14,CHAMALA KIRAN KUMAR REDDY,Indian National Congress,222170,1401396
Telangana,Chevella - 10,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,172897,1675354
Telangana,Hyderabad - 9,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,338087,1080324
Telangana,Karimnagar  - 3,BANDI SANJAY KUMAR,Bharatiya Janata Party,225209,1312852
Telangana,Khammam  - 17,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,467847,1251283
Telangana,Mahabubabad   - 16,BALRAM NAIK PORIKA,Indian National Congress,349165,1108786
Telangana,Mahbubnagar - 11,ARUNA. D. K,Bharatiya Janata Party,4500,1226078
Telangana,Malkajgiri - 7,EATALA RAJENDER,Bharatiya Janata Party,391475,1933843
Telangana,Medak - 6,MADHAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,39139,1386239
Telangana,Nagarkurnool - 12,DR.MALLU RAVI,Indian National Congress,94414,1219223
Telangana,Nalgonda - 13,KUNDURU RAGHUVEER,Indian National Congress,559905,1296324
Telangana,Nizamabad - 4,ARVIND DHARMAPURI,Bharatiya Janata Party,109241,1233581
Telangana,Peddapalle  - 2,VAMSI KRISHNA GADDAM,Indian National Congress,131364,1095295
Telangana,Secunderabad - 8,G. KISHAN REDDY,Bharatiya Janata Party,49944,1047659
Telangana,Warangal - 15,KADIYAM KAVYA,Indian National Congress,220339,1267946
Telangana,Zahirabad - 5,SURESH KUMAR SHETKAR,Indian National Congress,46188,1236593
Tripura,Tripura East - 2,KRITI DEVI DEBBARMAN,Bharatiya Janata Party,486819,1134345
Tripura,Tripura West - 1,BIPLAB KUMAR DEB,Bharatiya Janata Party,611578,1209809
Uttar Pradesh,Agra - 18,PROF S P SINGH BAGHEL,Bharatiya Janata Party,271294,1123779
Uttar Pradesh,Akbarpur - 44,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,44345,1086953
Uttar Pradesh,Aligarh - 15,SATISH KUMAR GAUTAM,Bharatiya Janata Party,15647,1133366
Uttar Pradesh,Allahabad - 52,UJJWAL RAMAN SINGH,Indian National Congress,58795,947000
Uttar Pradesh,Ambedkar Nagar - 55,LALJI VERMA,Samajwadi Party,137247,1177062
Uttar Pradesh,Amethi - 37,KISHORI LAL,Indian National Congress,167196,980671
Uttar Pradesh,Amroha - 9,KANWAR SINGH TANWAR,Bharatiya Janata Party,28670,1110690
Uttar Pradesh,Aonla - 24,NEERAJ MAURYA,Samajwadi Party,15969,1088896
Uttar Pradesh,Azamgarh - 69,DHARMENDRA YADAV,Samajwadi Party,161035,1054520
Uttar Pradesh,Badaun - 23,ADITYA YADAV,Samajwadi Party,34991,1091764
Uttar Pradesh,Baghpat - 11,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,159459,933773
Uttar Pradesh,Baharaich - 56,ANAND KUMAR,Bharatiya Janata Party,64227,1056566
Uttar Pradesh,Ballia - 72,SANATAN PANDEY,Samajwadi Party,43384,1007322
Uttar Pradesh,Banda - 48,KRISHNA DEVI SHIVSHANKER PATEL,Samajwadi Party,71210,1044132
Uttar Pradesh,Bansgaon - 67,KAMLESH PASWAN,Bharatiya Janata Party,3150,944763
Uttar Pradesh,Barabanki - 53,TANUJ PUNIA,Indian National Congress,215704,1290634
Uttar Pradesh,Bareilly - 25,CHHATRA PAL SINGH GANGWAR,Bharatiya Janata Party,34804,1119558
Uttar Pradesh,Basti - 61,RAM PRASAD CHAUDHARY,Samajwadi Party,100994,1082870
Uttar Pradesh,Bhadohi - 78,DR. VINOD KUMAR BIND,Bharatiya Janata Party,44072,1084993
Uttar Pradesh,Bijnor - 4,CHANDAN CHAUHAN,Rashtriya Lok Dal,37508,1024432
Uttar Pradesh,Bulandshahr - 14,DR BHOLA SINGH,Bharatiya Janata Party,275134,1054399
Uttar Pradesh,Chandauli - 76,BIRENDRA SINGH,Samajwadi Party,21565,1116499
Uttar Pradesh,Deoria - 66,SHASHANK MANI,Bharatiya Janata Party,34842,1043308
Uttar Pradesh,Dhaurahra - 29,ANAND BHADAURIYA,Samajwadi Party,4449,1111847
Uttar Pradesh,Domariyaganj - 60,JAGDAMBIKA PAL,Bharatiya Janata Party,42728,1018965
Uttar Pradesh,Etah - 22,DEVESH SHAKYA,Samajwadi Party,28052,1010381
Uttar Pradesh,Etawah - 41,JITENDRA KUMAR DOHARE,Samajwadi Party,58419,1033784
Uttar Pradesh,Faizabad - 54,AWADHESH PRASAD,Samajwadi Party,54567,1140661
Uttar Pradesh,Farrukhabad - 40,MUKESH RAJPUT,Bharatiya Janata Party,2678,1033794
Uttar Pradesh,Fatehpur - 49,NARESH CHANDRA UTTAM PATEL,Samajwadi Party,33199,1106944
Uttar Pradesh,Fatehpur Sikri - 19,RAJKUMAR CHAHAR,Bharatiya Janata Party,43405,1034155
Uttar Pradesh,Firozabad - 20,AKSHAYA YADAV,Samajwadi Party,89312,1107296
Uttar Pradesh,Gautam Buddha Nagar - 13,DR. MAHESH SHARMA,Bharatiya Janata Party,559472,1437244
Uttar Pradesh,Ghaziabad - 12,ATUL GARG,Bharatiya Janata Party,336965,1470430
Uttar Pradesh,Ghazipur - 75,AFZAL ANSARI,Samajwadi Party,124861,1153094
Uttar Pradesh,Ghosi - 70,RAJEEV RAI,Samajwadi Party,162943,1150590
Uttar Pradesh,Gonda - 59,KIRTIVARDHAN SINGH,Bharatiya Janata Party,46224,952884
Uttar Pradesh,Gorakhpur - 64,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,103526,1154413
Uttar Pradesh,Hamirpur - 47,AJENDRA SINGH LODHI,Samajwadi Party,2629,1115299
Uttar Pradesh,Hardoi - 31,JAI PRAKASH,Bharatiya Janata Party,27856,1100116
Uttar Pradesh,Hathras - 16,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,247318,1082720
Uttar Pradesh,Jalaun - 45,NARAYAN DAS AHIRWAR,Samajwadi Party,53898,1128949
Uttar Pradesh,Jaunpur - 73,BABU SINGH KUSHWAHA,Samajwadi Party,99335,1101788
Uttar Pradesh,Jhansi - 46,ANURAG SHARMA,Bharatiya Janata Party,102614,1380506
Uttar Pradesh,Kairana - 2,IQRA CHOUDHARY,Samajwadi Party,69116,1079806
Uttar Pradesh,Kaiserganj - 57,KARAN BHUSHAN SINGH,Bharatiya Janata Party,148843,1062099
Uttar Pradesh,Kannauj - 42,AKHILESH YADAV,Samajwadi Party,170922,1217833
Uttar Pradesh,Kanpur - 43,RAMESH AWASTHI,Bharatiya Janata Party,20968,887396
Uttar Pradesh,Kaushambi - 50,PUSHPENDRA SAROJ,Samajwadi Party,103944,1009329
Uttar Pradesh,Kheri - 28,UTKARSH VERMA  'MADHUR',Samajwadi Party,34329,1213359
Uttar Pradesh,Kushi Nagar - 65,VIJAY KUMAR DUBAY,Bharatiya Janata Party,81790,1080483
Uttar Pradesh,Lalganj - 68,DAROGA PRASAD SAROJ,Samajwadi Party,115023,1003438
Uttar Pradesh,Lucknow - 35,RAJ NATH SINGH,Bharatiya Janata Party,135159,1136892
Uttar Pradesh,Machhlishahr - 74,PRIYA SAROJ,Samajwadi Party,35850,1060063
Uttar Pradesh,Maharajganj - 63,PANKAJ CHAUDHARY,Bharatiya Janata Party,35451,1210451
Uttar Pradesh,Mainpuri - 21,DIMPLE YADAV,Samajwadi Party,221639,1054011
Uttar Pradesh,Mathura - 17,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,293407,957046
Uttar Pradesh,Meerut - 10,ARUN GOVIL,Bharatiya Janata Party,10585,1182479
Uttar Pradesh,Mirzapur - 79,ANUPRIYA PATEL,Apna Dal (Soneylal),37810,1105405
Uttar Pradesh,Misrikh - 32,ASHOK KUMAR RAWAT,Bharatiya Janata Party,33406,1051983
Uttar Pradesh,Mohanlalganj - 34,R.K. CHAUDHARY,Samajwadi Party,70292,1377452
Uttar Pradesh,Moradabad - 6,RUCHI VIRA,Samajwadi Party,105762,1283185
Uttar Pradesh,Muzaffarnagar - 3,HARENDRA SINGH MALIK,Samajwadi Party,24672,1078669
Uttar Pradesh,Nagina - 5,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),151473,1001303
Uttar Pradesh,Phulpur - 51,PRAVEEN PATEL,Bharatiya Janata Party,4332,1014824
Uttar Pradesh,Pilibhit - 26,JITIN PRASADA,Bharatiya Janata Party,164935,1160947
Uttar Pradesh,Pratapgarh - 39,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,66206,947288
Uttar Pradesh,Rae Bareli - 36,RAHUL GANDHI,Indian National Congress,390030,1039219
Uttar Pradesh,Rampur - 7,MOHIBBULLAH,Samajwadi Party,87434,968079
Uttar Pradesh,Robertsganj - 80,CHHOTELAL,Samajwadi Party,129234,1009545
Uttar Pradesh,Saharanpur - 1,IMRAN MASOOD,Indian National Congress,64542,1229455
Uttar Pradesh,Salempur - 71,RAMASHANKAR RAJBHAR,Samajwadi Party,3573,917362
Uttar Pradesh,Sambhal - 8,ZIA UR REHMAN,Samajwadi Party,121494,1194983
Uttar Pradesh,Sant Kabir Nagar - 62,LAXMIKANT PAPPU NISHAD,Samajwadi Party,92170,1091202
Uttar Pradesh,Shahjahanpur - 27,ARUN KUMAR SAGAR,Bharatiya Janata Party,55379,1247902
Uttar Pradesh,Shrawasti - 58,RAM SHIROMANI VERMA,Samajwadi Party,76673,1046528
Uttar Pradesh,Sitapur - 30,RAKESH RATHOR,Indian National Congress,89641,1102015
Uttar Pradesh,Sultanpur - 38,RAMBHUAL NISHAD,Samajwadi Party,43174,1033387
Uttar Pradesh,Unnao - 33,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,35818,1302271
Uttar Pradesh,Varanasi - 77,NARENDRA MODI,Bharatiya Janata Party,152513,1130143
Uttarakhand,Almora - 3,AJAY TAMTA,Bharatiya Janata Party,234097,668497
Uttarakhand,Garhwal - 2,ANIL BALUNI,Bharatiya Janata Party,163503,737431
Uttarakhand,Haridwar - 5,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,164056,1302623
Uttarakhand,Nainital-Udhamsingh Nagar - 4,AJAY BHATT,Bharatiya Janata Party,334548,1266016
Uttarakhand,Tehri Garhwal - 1,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,272493,862041
West Bengal,Alipurduars - 2,MANOJ TIGGA,Bharatiya Janata Party,75447,1421389
West Bengal,Arambagh - 29,BAG MITALI,All India Trinamool Congress,6399,1559079
West Bengal,Asansol - 40,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,59564,1301540
West Bengal,Baharampur - 10,PATHAN YUSUF,All India Trinamool Congress,85022,1384770
West Bengal,Balurghat - 6,SUKANTA MAJUMDAR,Bharatiya Janata Party,10386,1237308
West Bengal,Bangaon - 14,SHANTANU THAKUR,Bharatiya Janata Party,73693,1493108
West Bengal,Bankura - 36,ARUP CHAKRABORTY,All India Trinamool Congress,32778,1447674
West Bengal,Barasat - 17,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,114189,1532601
West Bengal,Bardhaman Purba - 38,DR. SHARMILA SARKAR,All India Trinamool Congress,160572,1497310
West Bengal,Bardhaman-Durgapur - 39,AZAD KIRTI JHA,All India Trinamool Congress,137981,1501773
West Bengal,Barrackpur - 15,PARTHA BHOWMICK,All India Trinamool Congress,64438,1141860
West Bengal,Basirhat - 18,SK NURUL ISLAM,All India Trinamool Congress,333547,1523401
West Bengal,Birbhum - 42,SATABDI ROY,All India Trinamool Congress,197650,1527432
West Bengal,Bishnupur - 37,KHAN SAUMITRA,Bharatiya Janata Party,5567,1513872
West Bengal,Bolpur - 41,ASIT KUMAR MAL,All India Trinamool Congress,327253,1528470
West Bengal,Coochbehar - 1,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,39250,1623048
West Bengal,Darjeeling - 4,RAJU BISTA,Bharatiya Janata Party,178525,1327412
West Bengal,Diamond harbour - 21,ABHISHEK BANERJEE,All India Trinamool Congress,710930,1530817
West Bengal,Dum dum - 16,SOUGATA RAY,All India Trinamool Congress,70660,1260046
West Bengal,Ghatal - 32,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,182868,1600556
West Bengal,Hooghly - 28,RACHNA BANERJEE,All India Trinamool Congress,76853,1517511
West Bengal,Howrah - 25,PRASUN BANERJEE,All India Trinamool Congress,169442,1271796
West Bengal,Jadavpur - 22,SAYANI GHOSH,All India Trinamool Congress,258201,1566509
West Bengal,Jalpaiguri - 3,DR JAYANTA KUMAR ROY,Bharatiya Janata Party,86693,1578389
West Bengal,Jangipur - 9,KHALILUR RAHAMAN,All India Trinamool Congress,116637,1369633
West Bengal,Jhargram - 33,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,174048,1490843
West Bengal,Joynagar - 19,PRATIMA MONDAL,All India Trinamool Congress,470219,1482631
West Bengal,Kanthi - 31,ADHIKARI SOUMENDU,Bharatiya Janata Party,47764,1530997
West Bengal,Kolkata Dakshin - 23,MALA ROY,All India Trinamool Congress,187231,1243477
West Bengal,Kolkata Uttar - 24,BANDYOPADHYAY SUDIP,All India Trinamool Congress,92560,958433
West Bengal,Krishnanagar - 12,MAHUA MOITRA,All India Trinamool Congress,56705,1425712
West Bengal,Maldaha Dakshin - 8,ISHA KHAN CHOUDHURY,Indian National Congress,128368,1369789
West Bengal,Maldaha Uttar - 7,KHAGEN MURMU,Bharatiya Janata Party,77708,1417589
West Bengal,Mathurapur - 20,BAPI HALDAR,All India Trinamool Congress,201057,1496024
West Bengal,Medinipur - 34,JUNE MALIAH,All India Trinamool Congress,27191,1481563
West Bengal,Murshidabad - 11,ABU TAHER KHAN,All India Trinamool Congress,164215,1541559
West Bengal,Purulia - 35,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,17079,1434018
West Bengal,Raiganj - 5,KARTICK CHANDRA PAUL,Bharatiya Janata Party,68197,1368471
West Bengal,Ranaghat - 13,JAGANNATH SARKAR,Bharatiya Janata Party,186899,1540632
West Bengal,Srerampur - 27,KALYAN BANERJEE,All India Trinamool Congress,174830,1476532
West Bengal,Tamluk - 30,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,77733,1577319
West Bengal,Uluberia - 26,SAJDA AHMED,All India Trinamool Congress,218673,1390794
